bv_id,title,message,time,like,uid,name,sex,level,vip
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,让你当主管，开玩笑是吧，你有关系吗？又送钱吗？会拍马屁吗？会看眼色行事吗？会想办法在老总的面前表现自己有管理能力吗？同事关系搞得好吗？消息灵通吗，公司要选主管你能提前知道做好准备吗？会踩人上位吗？,2022-03-31 12:13:36,1,702242836,Big魔,保密,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,加油好好拍鸡汤 这样我才能涨房租多收钱[呲牙],2022-03-31 12:00:38,1,541178223,灵活XX,男,3,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,现实是三千块的工资普遍学不到东西，穷就一辈子穷,2022-03-31 11:47:55,1,313776594,约翰利贝特,保密,2,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,知道为什么嘛，因为虽然只过了10年，左边这个当时就月薪2000，而且当时房价也就 2000，右边这个月薪3000，但是房价10w,2022-03-30 22:32:56,1,55004,小时候的事啊,保密,6,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,所以收房租才是王道？？？,2022-03-30 10:52:44,1,89534352,杂栈川,保密,5,大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,现在b战动不动就是年薪20-30w我感觉我已经废了一个月也就7k-9k[无语]一年到头还存不到啥钱，房租吃饭唉,2022-03-29 23:20:26,1,252726209,a゛一人,保密,5,大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,蟹蟹你～我似乎明白了什么,2022-03-29 15:33:34,1,385492106,花开富贵事事顺心,保密,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,右边固然如此，但左边按现实来说极有可能只是疲劳糊口而已。,2022-03-29 12:57:44,1,32324382,大灰蛇cz,保密,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,现实中哪有那么多反转。,2022-03-29 11:26:24,1,346667523,绚烂Yuh晖,保密,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,谁能给个打球，还有冷檬跟蘑菇头相亲一会笑一会哭的那个视频链接吗,2022-03-28 22:29:23,1,496780159,梦宇宙,保密,4,大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,然而我现实是开始是左边那种我的思想也很正确既然来了踏实干那时候我做销售还是个实习生自己拉的业绩最后落在别的正式员工身上虽然不情愿但是那时候想能上个班就不错了结果我那个销售组集体跳槽除了主管几乎全部都跑干净了那时候我也犹豫和我主管聊了老半天最后选择离开最后我听消息那个主管最后被贬成普通员工了，从那之后我就在两者之间，说实话我是个大专文凭并没有像右边趾高气昂但是生活却让我低头如果有一天我真遇到一个和我对口的老板目测我也会成为左边那种人,2022-03-26 17:33:43,1,296115122,十六石榴个十六,保密,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,对于一般人来说努力是让自己饿不死 不努力会越来越穷 打工这么久我也没有梦想了 不过还是要继续努力赚钱 因为我要活着,2022-03-26 12:05:14,1,29721309,凡尘小旭,保密,5,大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,事实证明，不极端女朋友都没有,2022-03-26 03:37:25,1,350639552,人生像电话你不挂我挂,保密,5,大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,努力不一定成功，只是博一个成功的机会！！同样的脸积极的面貌就是比消极的帅。一脸负能量是会吓走贵人的！,2022-03-25 21:03:05,1,32256106,厦门内涵段子难民,男,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,我认识的一个人就是跟王炸那样的，说去外地找工作，快两年了都还没工作，那里消费也高，每天晚上打王者，毒奶粉，前几天还通宵玩，空间说上王者了，没办法，人家都玩毒奶粉了，家里条件，肯定不是我能想到的！,2022-03-25 18:24:44,1,400967146,铭心此誓,男,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,这种小房间，房租一个月五百，老样子是二三线城市了，三千块钱想收人确实想都别想,2022-03-25 11:32:15,1,300185134,化龙的玄鲤,保密,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,刚出来工资工资2000，现在一年大概20个，父母支持买了140平的房子，贷了100个，以前吃住家里赚多少存多少，结婚好一人吃一人存，现在20多个吃住小孩教育大概能存个10来个，总有人白日做梦，然后说这就是现实，去好多企业做调研，好多普工两夫妻一年可以存个10来个，几年就可以回家盖一排房子,2022-03-25 00:02:42,1,37791166,一无本木,男,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,没有对比性，五年前的3k和五年后的3k不一样,2022-03-24 19:39:22,1,95772073,崽崽爱牛牛,保密,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,要我我就选择低欲望生活。不冲游戏，不买房，抑制消费，不难受就好了。不会像左边那样“奋斗”（靠这种奋斗无非就是让老板割大韭菜），也不会像右边那样颓废。能不向家要钱，存的钱就寄回家,2022-03-24 14:09:37,1,372367662,游佐千和,保密,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,不得不说，3000工资是不够啊，有点太理想化了,2022-03-23 23:19:18,1,101689928,VillainSong,保密,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,以前在昆明上班住合租房，一个月550没窗户[喜极而泣]现在想想都是逝去的青春啊,2022-03-23 16:51:07,1,149625224,范范Coos,男,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,以前在昆明上班住合租房，一个月550没窗户[喜极而泣]现在想想都是逝去的青春啊,2022-03-23 16:51:07,1,149625224,范范Coos,男,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,不会真有人当真给自己看感动了吧[捂脸][捂脸],2022-03-23 15:17:16,1,4520347,三文鱼鱼哈,保密,6,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,少信鸡汤，生活还不至于太过失望,2022-03-23 02:17:25,1,1874710800,峰浪りょう,保密,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,什么意思？社会大环境变了吗？,2022-03-23 00:47:23,1,650240867,卷死洋洋,男,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,做不到最好，受不了最差，这就是普通[doge],2022-03-22 23:11:15,1,111646792,祭弑神,保密,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,第一个2000年第二个2020年,2022-03-22 13:18:57,1,53487055,大明日月永在,男,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,预设好了立场罢了，你要是给左边的猝死结局，右边的爸妈买房结局，逻辑与现实照样说得通,2022-03-22 05:56:48,1,1558539535,阿b真会删评,保密,3,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,主旋律 汽油,2022-03-21 23:30:31,1,398019998,狗盲狙依然白熊逆天,男,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,左边就像社会给刚毕业的学生画的大饼，你的努力和积极会支持你百分百的成功，大部分人都是趋于中间吧，像是蒙着眼被别人推着走,2022-03-21 21:15:55,1,8144689,電氣の棒,男,6,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,我要有球球这么漂亮的女朋友，满满的奋斗动力啊。,2022-03-21 20:44:49,1,254612001,莽夫克高手,保密,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,不如房东,2022-03-21 20:40:13,1,10081278,鲜程,男,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,努力也不会有回报的,2022-03-21 17:12:26,1,2018539887,倾国zk,保密,3,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,即将毕业的我，看到这个视频有十分大的感触，多谢up,2022-03-21 03:03:16,1,171459732,Aineac,男,6,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,毕业5年了，还是忘不掉大学时跟女朋友一起租住的教工宿舍13栋506[微笑]挤在一间房里度过的几年,2022-03-20 22:50:25,1,1604589,方之书丶,男,6,大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,别让资本家压榨你就行,2022-03-20 18:33:46,1,13221280,美滋滋的老爷车,男,6,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,哎，读了20年书出来，发现工资待遇还不如本科同学，也是前途迷茫呀,2022-03-20 18:34:13,1,347982557,高矮胖瘦愚慧美丑,保密,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,同样的工资物价倒是翻了几翻,2022-03-20 18:15:58,1,5579648,子安official,男,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,努力不一定有结果，不努力你说个屁,2022-03-20 17:58:30,1,12060638,九点行不,男,6,大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,我介于这两者之间 工资够花 也不天天玩游戏 但是每天工作累的没有空余时间再学习了,2022-03-20 14:35:36,1,38229653,眼镜っ,男,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,感触颇深，以前的我和王炸没有一点区别。眼高手低，不肯努力，天天沉迷游戏，没钱找家里人要，网络贷款，每天都是泡面饮料加玩游戏，累了就睡，睡醒就玩。期间谈了一个女朋友，虽然她在的时候挺勤快，但自己不努力工作。永远都是借钱和借贷。自己110斤活生生躺成了170斤。后来女朋友离我而去，天天自己消耗自己的青春，躺了四，五年。后来我爸心梗去世的时候，我还在那躺着刷视频。后来我姑给我打电话跟我说的时候，我还以为是磕磕跘跘，还天真的劝我姑别慌，先去医院看看。后来我看着我爸的遗体，心里很不是滋味。当时没有哭，一点都没有。我妈哭的累流满面，我在旁边安慰我妈。直到我爸推去火化的那场祭悼。我哭了好久好久。本来我已经去面试了，我已经快要改变自己了，为什么会这么突然，为什么看到我的改变。我很愧疚，我很无力。我从来没和别人说过这些。因为我不想别人看到我的懦弱。直到看到这期视频我才真的太有感触了。,2022-03-20 14:01:22,1,38832595,清风bug,保密,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,两种极端,2022-03-20 11:02:39,1,455288085,三河牛马,保密,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,哈哈哈，已经开始为资本家说话了,2022-03-20 10:16:55,1,2417608,摄影家刘晓阳,保密,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,但是球球比米线好看,2022-03-20 02:30:23,1,3720471,德德xd,保密,6,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,"只有我知真的在摆烂嘛，出来第一年养活自己，爸妈重组家庭都对我很好，我做的最好的就是不需要他们为我担心，有急事我有钱给他们发过去
第二年开始攒钱，这次疫情再次爆发我还在青岛，估计攒的钱也要没了吧……
不过我相信疫情过去还能攒起来，至于以后的话，明年换工作，主要是换个地方，老板对我很好，但是我想去追追梦，我还年轻，也没有很多顾虑，想多看看不同的地方
在等两年，就找一个喜欢的地方恢复正常生活，继续画画当爱好，找个正经一辈子干的工作，再找个喜欢自己的女朋友，老老实实做人，踏踏实实对她，一辈子这么就过去了，虽然实现估计不容易，中间也会出差错
但是我会努力朝着自己想的方向尽量走下去",2022-03-20 00:19:44,1,219522596,灰某人吖,保密,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,我自认为我虽然也挺颓废的，但王炸也太离谱了，我一般出去就是工作，不工作不会出去，没钱出去受气吗？哪有家里自在[吃瓜],2022-03-19 21:39:32,1,445995721,乐观的盒饭,男,6,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,哪有那么多奇迹[偷笑],2022-03-19 20:45:36,1,22640328,即使明天逐渐褪色,男,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,现在的年轻人不过努力上进了哈哈哈[doge],2022-03-19 19:59:30,1,32651302,黑丝最喜欢了,男,6,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,保佑顺利毕业考研,2022-03-19 16:59:34,1,1791468301,见者逢考必过,女,2,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,拐弯抹角帮着资本说话你好意思？亏你这么多人关注，这生活中左边这么单纯？右边应该有到绝对不是主流。,2022-03-19 15:57:49,2,485409838,蔚成國器,男,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,请不要给猴子喂食。,2022-03-19 14:24:52,1,357123832,失去了决心的chara,男,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,我平时很少给人投币，但是这期我觉得我必须得给，同一个房间，两个人不同的选择，造就了两个不同的人生，拍的真好[给心心],2022-03-19 14:22:46,1,97572624,一只懒散的肥宅,男,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,现在的我，实习三千五，租房一千三，女朋友异地看不到盼头闹分手，身上金额两位数，转眼又快交房租，发工资还有好久。才第一个月起步，我知道会很难，但没想过这么惨，深夜哭了几次，压力令人窒息，感觉熬不过去了。,2022-03-19 13:12:06,1,8151551,靠门男孩,男,6,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,付出不一定有回报，但是不付出一定不会有回报[吃瓜],2022-03-19 12:17:32,1,179170803,小黑ヾヾ,男,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,这个视频真的是一个现实写照，都看不出戏剧色彩，身边活的不好的人，都是不甘于现状，但却一事无成。如果自己能认清自己的学历，能力，自己该是什么样的生活，工作，也不会活的有多狼狈。,2022-03-19 11:26:18,1,40018038,XIAO林枫,男,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,左边不一定是真的，但右边…一定是。如果你和我一样破防了，那多反思反思吧，别只花心思去反驳左边了。,2022-03-19 10:39:51,1,7602711,东三幺,男,6,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,人生就是不能停止学习，学的越多进步越大。祝各位都有自己想要的生活。,2022-03-19 10:06:45,1,71228467,90後游戏玩家,男,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,不是，咱现实一点，三千工资寄两千回去，房租五百，合着吃喝拉撒一个月五百块？,2022-03-19 09:20:27,1,267627933,仓鼠特工l,保密,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,有人摆烂还指望有反转[脸红][脸红][脸红],2022-03-19 09:09:13,1,230358740,寒w未,保密,6,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,12年前我也是住这种出租屋，今天自己有房子提奔驰e了,2022-03-19 07:46:10,1,8962545,李晓航,保密,6,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,干了这碗鸡汤,2022-03-19 07:39:40,1,500982879,清笙唤黎人,女,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,努力工作 加油 我是退役军人我最棒[打call],2022-03-19 00:06:32,1,231289107,联邦神经研究院长,男,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,[傲娇]又想骗我努力，我已经躺平了，反正工资这么低,2022-03-18 23:31:30,1,34099161,蒙古道士,保密,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,条条大路通罗马，可有人生下来就在罗马[嫌弃],2022-03-18 23:17:08,1,253574792,下辈子不白嫖,男,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,朱小明为了结婚与孩子教育掏空了两个家庭的积蓄，背负上了几十年的车贷房贷，没几年又遇到了35岁中年危机，惨遭裁员，以至于断供，房子没了，身体也因为天天996工作垮了[doge],2022-03-18 22:34:29,1,165130270,心头无喜亦无悲,男,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,励志，不过朱小明充钱啦,2022-03-18 21:25:13,1,690138949,华盛天璋,保密,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,现实是，生活中你尽管努力了也没有回报,2022-03-18 21:22:36,1,106635356,宠物观察日志,女,6,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,资本家笑出声，卷！都可以卷。你们以为左边很美好？我就是从左边到右边，被现实打败我只想努力活下去而已[2022拜年纪_???],2022-03-18 20:39:56,1,518359,kakiku,保密,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,实话说 我是右边的王炸 我很懒 我不聪明 去一家公司不如意 去一家公司不如意 我唯一的优点就是上班从不迟到 我也不打游戏 但是我依然不上进 不爱看书 想提升自己吧找不到方向 三天打鱼两天晒网 工作上我倒还算是勤勉，但架不住人笨总是做得比别人慢比别人差，所以老板觉得我是态度不好 我也不知道我究竟是态度不好还是怎地 去年年初我转行了，学日料 年末我受伤了 在家躺着 够倒霉的 今年26了 还不知道自己的未来在哪里 唉！,2022-03-18 20:27:56,1,40840755,爱喝菠萝啤的猪,男,5,大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,半点真实没看见,2022-03-18 15:45:56,1,14965833,御刀蛇,男,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,南北极是吧,2022-03-18 15:44:34,1,14965833,御刀蛇,男,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,我想问大家。都怪蘑菇头这个王b蛋是什么梗[热词系列_知识增加],2022-03-18 14:13:10,1,450259115,假装大佬小天天,男,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,21岁大专毕业进了国企，别人说我幸运，工资高休假多，但是背后比同龄人付出的努力是十几倍多，所有能拿的荣誉证书、奖学金、技能工证一箩筐，那时候的努力得到了回报。但是步入社会以后，我发现了一件事，本科生去转一圈两小时领导会说辛苦了，大专生去努力八小时也不会有人在意。说怪时代，怪学历，怪自己不努力，其实我相信很多人和我一样，有一直努力的，学了很多东西，但是随着时间过去，现在觉得看明白了以后没必要了。 传递了一波负能量哈哈[tv_流泪],2022-03-18 13:48:40,1,115127544,六月莅临,男,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,我庆幸我清楚一个道理，那就是学习最重要，所以我痛改初中的不学无术，进入大专之后我加入学生会不断的磨炼我 专业课都认认真真学习，自己也自学，报了自考本科 也现在备考统招专升本，目前已经是实习的第四个月了 月薪5000，做开发的，我还是觉得学习重要！把爱好变成事业挺好的，加油吧,2022-03-18 13:28:57,1,25731571,同学你好我是你同学,保密,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,"我想说的是，内卷，3000块确实也没法干，别说大城市，我这小城3000都能快活不下去啦！何况北上广深的房租都不只3000了。
努力确实是对的，但资本用努力画大饼，努力并不能过的更好的情况下，没几个会继续努力的，别说什么努力确实不一定能成功，但不努力一定不会成功，这种毒鸡汤，你信吗？",2022-03-18 12:48:11,1,9461550,热心的观众,保密,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,不想看鸡汤了,2022-03-18 09:47:40,1,236174151,终不似她少年游,保密,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,现在很多一毕业就跑到一线“打拼”的应届生其实大部分就是右边那种情况，只是程度轻重的问题，没那么混但是基本上也可以说是浑浑噩噩，对未来没规划也没有学习欲望，混一天是一天，三十几了就回老家。,2022-03-18 06:50:08,1,11962276,天幕红夜,男,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,但是左边那个，现实往往，就是你的工资工作就死那了，别人还好拼命压榨你。,2022-03-18 05:40:27,1,5810266,依稀梦色,男,6,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,16年22岁毕业，18年被分手，迷茫，颓废，生活成一个废人，拿着2000多块的工资在老家混了3年。后来突然醒悟，21年决心考公，一边上班一边复习，今年1月份考进老家本地事业编[OK]个人感觉，我为了一段感情浪费了三年时间，自己真是个畜生[藏狐],2022-03-18 01:31:29,1,52066379,二零咪咪,保密,6,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,左边右边都很真实，为什么很多人不相信左边是真的呢？这样的例子时时刻刻在我们身边发生只不过比右边少的多大部分都是介于两者之间罢了,2022-03-18 00:49:58,1,1720877315,野生芬兰球,保密,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,原来努力的人。长什么样子都有那么漂亮的女朋友[doge],2022-03-18 00:45:46,1,365355941,句句诛心我来说,保密,5,大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,毕业快两年家里没关系也没钱的普通孩子，来到省会工作，今年跟着老板辅助面试，见到太多眼高手低，放鸽子，骑驴找马的实习生了，刚毕业6000现在8500，只要不是太烂，都会好起来的，加油吧,2022-03-18 00:45:43,1,10948276,cc起司派,男,6,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,19岁学了原画第一份工作试用期8000，有组长带干的挺顺，在转正的时候被劝退走了，说我年龄太小不适合谈客户。。。,2022-03-18 00:28:25,1,52747874,MTFR_CCS,男,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,蜘蛛纸牌应该是个细节，因为王炸没钱交网费,2022-03-18 00:08:26,1,351754046,_千山-暮雪_,保密,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,快高考了，也不希望大富大贵，就希望以后一定要有能力报答父母，标准再低点至少能不啃老就行，我可不想他们都这么大岁数了还养着我[笑哭],2022-03-17 23:41:02,1,567683649,KEVIN-EHZL,男,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,为什么都有女朋友啊，脱离现实了,2022-03-17 23:31:09,1,371357264,忧伤的开局啊,男,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,无论怎样，生活还是往前看的，安于现状，可能越陷越深，现在这个社会，只要勤奋一些，饿不死人，如果想要更好的生活，就得努力。人生的重点不在于出生和结束，而是在于过程。,2022-03-17 23:25:29,1,23121499,铁自闭丿我憨了,男,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,老板给人洗脑,2022-03-17 23:14:26,1,399592553,小鬼瞳啊,保密,4,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,这两种我都是不是，悲哀,2022-03-17 22:57:52,1,140001289,QQ大魔王阿,男,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,有时候明明你努力过了还是什么都没有，人生就是要放平心态接受每一种失败[tv_鬼脸],2022-03-17 22:57:06,1,17268380,喵擎天,男,6,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,不会完全把精力投入工作，但有时间也不会打游戏和睡觉，发展发展个人兴趣。,2022-03-17 22:45:18,1,12135760,Gitvim,男,6,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,我在北京是不是也是这样子，待了整整七年了，从15年到22年了，北漂7年，我不知道我自己还能在北京待多久，我自己也需要好好努力了~,2022-03-17 22:15:28,1,233702432,李将LY,男,4,大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,看过一个短漫画也是这样的，最后反转了，那个王炸那个类型的是个富二代，另一个比以前过得好一点了。,2022-03-17 22:12:44,1,62334444,凛尘丶寂雨,保密,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,🐷小明出息了[支持],2022-03-17 22:00:52,1,13702128,D大橘子先森,男,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,两种人生我都体验过，我觉得都还好,2022-03-17 21:26:58,1,544555715,好好好好好星星,保密,3,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,充满希望的加班吧,2022-03-17 20:45:32,1,312827169,梦中有梦里,保密,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,"有左边的态度，人生即便不如意，但能活得下去。
有右边的态度，人生即便再顺利，却总会一盘稀。",2022-03-17 20:28:08,1,6819691,夜刀神诗织,保密,5,大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,如果可以，谁又愿意漂泊在外[委屈],2022-03-17 20:20:08,1,2103405794,欲语O遇雨,保密,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,我感觉我自己是两个人的结合体，左边的态度，右边的习惯，不抽烟不喝酒不氪金，喜欢玩游戏，还专门买了个笔记本，18岁刚去厂，去年都是自足自销，今年开始给家里打钱了，我觉得我算开始成长了,2022-03-17 20:14:44,1,74325468,尤里散华,保密,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,想扭正一下些人的过于悲观的认知，左边那种因为工作能力被提拔的现象当然是存在的，并且这种被提拔的机会也并不算罕见，罕见的其实是像左边这种真正把全身心都投入工作，认真处理事物的人，所以不要那么没自信，无论你是何种出身，还是有什么不好的过往，要相信自己，当你认真对待世界的时候，世界总有一天会注意到你[给心心],2022-03-17 20:08:14,1,269418311,蒸蒸日上上是谁,男,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,有不少人羡慕喜欢王炸这类的，工作就是被吸血我不要，是被吸血不假，难道你还想不工作躺平一辈子吸父母的血或者选择霍霍其他亲朋好友嘛。,2022-03-17 19:07:01,1,679235161,呱呱太子,保密,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,全世界把资本家拉黑，永远没有另一种情况，可以考虑,2022-03-17 18:52:40,1,670872940,笑挽余光,保密,3,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,懒，是最大的毒药。,2022-03-17 17:52:36,1,13356373,Geiwo5yuan,男,6,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,这里面猪小明演的是王炸的爹吧[吃瓜]时代不同 情况不同,2022-03-17 17:49:19,1,93412130,夜色斑斓630,男,6,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,虽然很励志，但是事实是老板会一直克扣工资，满脑子精打细算的怎么把你的工资一压再压，就算努力工作也不会获得升职，永远是学历背景优先，你再有能力也比不上一张纸。自考的比不上正经校毕。过来人勿喷[笑哭],2022-03-17 17:22:00,1,263235349,破罐子ing,保密,5,年度大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,我算是明白了，千错万错不是自己的错，怪时代怪环境，怪这怪那。唉。,2022-03-17 17:21:19,1,140406240,勃热津斯基,保密,6,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,如果努力就能变富，出生率也不会降到这么低吧？,2022-03-17 17:17:40,1,1992358908,吃西瓜川哥,男,4,大会员
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,作为刚刚毕业大学生我想说我眼是真的不高，奈何手实在太低了[doge],2022-03-17 17:08:46,1,197810256,上岸TM一定上岸,保密,4,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,Duang   陈翔六个蛋[嗑瓜子][doge],2022-03-17 16:34:32,1,300790859,略微苦涩,保密,5,
BV1ML4y1M7v7,陈翔六点半：有人在这流浪，有人在这成长,无论你勤奋还是颓废，房东都赚钱,2022-03-17 16:31:19,1,400753657,骂我的胖两斤,保密,5,
